,www.nytimes.com,static01.nytimes.com,purr.nytimes.com,nytimes.com,nyt.com,g1.nyt.com,a.nytimes.com,wikipedia.org,wikimedia.org,upload.wikimedia.org,en.wikipedia.org,mmg.whatsapp.net,media-lhr8-2.cdn.whatsapp.net,media-lhr8-1.cdn.whatsapp.net,media-lhr6-2.cdn.whatsapp.net,media-lhr6-1.cdn.whatsapp.net,media-ams4-1.cdn.whatsapp.net,media-ams2-1.cdn.whatsapp.net,www.cat.com,scene7.com,s7d2.scene7.com,www.netflix.com,web.prod.cloud.netflix.com,occ-0-768-769.1.nflxso.net,nflxvideo.net,nflxso.net,netflix.com
www.nytimes.com,0.0,82488.0104000431,10957.482181341367,621697.2155194411,35301.65197529115,35301.65197529115,6956.963253901715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1157.736365568922,0.0,185.16626652672673,0.08927085105799035,0.08927085105799035,0.0,43.697216204297945,567.6688119640132,17460.47978366351,1986.8787951223571,795.8249504700179
static01.nytimes.com,82488.0104000431,0.0,2366.3707414094024,211144.26132799147,9576.896277342232,9576.896277342232,1525.2950827493946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1091007016965626,0.0,86.88674212386034,0.03372349890128864,0.03372349890128864,0.0,19.72751977965578,255.39623486605754,2568.460288078744,893.9031538532381,123.4065628725587
purr.nytimes.com,10957.482181341367,2366.3707414094024,0.0,19027.50717693934,1055.6092424001006,1055.6092424001006,286.92479558545574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3955316222756739,0.0,0.7518225058156364,0.0,0.0,0.0,0.10928620793965667,1.6357357093148983,752.7707440124009,5.7253352652411005,31.856180448043236
nytimes.com,621697.2155194411,211144.26132799147,19027.50717693934,0.0,71979.34669234908,71979.34669234908,14539.31612520245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.667332137286925,0.0,847.9576956077236,0.3403003509647788,0.3403003509647788,0.0,193.21242892553278,2500.9529894065445,26143.655492938597,8753.49527030633,1167.0808540169025
nyt.com,35301.65197529115,9576.896277342232,1055.6092424001006,71979.34669234908,0.0,4357.032743680182,997.0793165809949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.944064243132707,0.0,33.15020194746865,0.02009206085993508,0.02009206085993508,0.0,8.080743654007032,104.73669555594591,1701.524748611755,366.5853244111426,65.68902075114224
g1.nyt.com,35301.65197529115,9576.896277342232,1055.6092424001006,71979.34669234908,4357.032743680182,0.0,997.0793165809949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.944064243132707,0.0,33.15020194746865,0.02009206085993508,0.02009206085993508,0.0,8.080743654007032,104.73669555594591,1701.524748611755,366.5853244111426,65.68902075114224
a.nytimes.com,6956.963253901715,1525.2950827493946,286.92479558545574,14539.31612520245,997.0793165809949,997.0793165809949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04764986136526262,0.0,35.67546508285819,0.01839443042659091,0.01839443042659091,0.0,8.353396889221017,108.35980324313422,1616.5461971964257,379.26646731154335,25.82447357852017
wikipedia.org,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6037.027047587739,6037.027047587739,1866.3261548636904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.502707121231197,3.5073168818444307,8.69912225623824,32.1642762513567,31.197843901339322,7.114012062985361
wikimedia.org,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6037.027047587739,0.0,24190.5125281541,6037.027047587739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.03501061503536,136.0750417892013,374.3593868614952,210.55862110760114,1301.7131129769743,270.5866840383178
upload.wikimedia.org,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6037.027047587739,24190.5125281541,0.0,6037.027047587739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.03501061503536,136.0750417892013,374.3593868614952,210.55862110760114,1301.7131129769743,270.5866840383178
en.wikipedia.org,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1866.3261548636904,6037.027047587739,6037.027047587739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.502707121231197,3.5073168818444307,8.69912225623824,32.1642762513567,31.197843901339322,7.114012062985361
mmg.whatsapp.net,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.6158207439338,181.52516185605822,181.5072637953575,181.5072834467769,228.21930395183878,162.01471415473145,5.074739042164651,3.8741428070678547,3.8741428070678547,0.0,0.0,0.0,0.0,0.0,0.0
media-lhr8-2.cdn.whatsapp.net,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.6158207439338,0.0,210.73832993109582,210.72595062997647,210.72696708692277,263.2550559204476,186.54265136129595,5.24143091813368,4.394249545092973,4.394249545092973,0.0,0.0,0.0,0.0,0.0,0.0
media-lhr8-1.cdn.whatsapp.net,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.52516185605822,210.73832993109582,0.0,210.76183855544423,210.76276537922772,263.2163876189445,186.45582863549618,5.244891680274666,4.384360767515588,4.384360767515588,0.0,0.0,0.0,0.0,0.0,0.0
media-lhr6-2.cdn.whatsapp.net,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.5072637953575,210.72595062997647,210.76183855544423,0.0,210.76405409575136,263.207587153497,186.43860390267272,5.245578391916041,4.382620445309482,4.382620445309482,0.0,0.0,0.0,0.0,0.0,0.0
media-lhr6-1.cdn.whatsapp.net,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.5072834467769,210.72696708692277,210.76276537922772,210.76405409575136,0.0,263.2086797062819,186.438556239754,5.2450468269094,4.38249577170835,4.38249577170835,0.0,0.0,0.0,0.0,0.0,0.0
media-ams4-1.cdn.whatsapp.net,1157.736365568922,1.1091007016965626,0.3955316222756739,10.667332137286925,4.944064243132707,4.944064243132707,0.04764986136526262,0.0,0.0,0.0,0.0,228.21930395183878,263.2550559204476,263.2163876189445,263.207587153497,263.2086797062819,0.0,236.69664168202058,9.970484355513154,5.19038928717366,5.19038928717366,129.25177877357106,9.683064310776219,20.77306707406622,114.78577581554812,85.42296870491793,32.941466155628255
media-ams2-1.cdn.whatsapp.net,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.01471415473145,186.54265136129595,186.45582863549618,186.43860390267272,186.438556239754,236.69664168202058,0.0,7.230734707371836,3.942873701544493,3.942873701544493,0.0,0.0,0.0,0.0,0.0,0.0
www.cat.com,185.16626652672673,86.88674212386034,0.7518225058156364,847.9576956077236,33.15020194746865,33.15020194746865,35.67546508285819,0.0,0.0,0.0,0.0,5.074739042164651,5.24143091813368,5.244891680274666,5.245578391916041,5.2450468269094,9.970484355513154,7.230734707371836,0.0,7214.271050465539,7214.271050465539,0.0,2.944812181674613,34.53283494924115,75.32339376804981,120.86493121077922,3.014656628044116
scene7.com,0.08927085105799035,0.03372349890128864,0.0,0.3403003509647788,0.02009206085993508,0.02009206085993508,0.01839443042659091,0.0,0.0,0.0,0.0,3.8741428070678547,4.394249545092973,4.384360767515588,4.382620445309482,4.38249577170835,5.19038928717366,3.942873701544493,7214.271050465539,0.0,15228.513107045326,0.0,1.2626912986089636,0.06491578550751828,0.36732217542344736,0.22719313058413723,2.5188907307956816
s7d2.scene7.com,0.08927085105799035,0.03372349890128864,0.0,0.3403003509647788,0.02009206085993508,0.02009206085993508,0.01839443042659091,0.0,0.0,0.0,0.0,3.8741428070678547,4.394249545092973,4.384360767515588,4.382620445309482,4.38249577170835,5.19038928717366,3.942873701544493,7214.271050465539,15228.513107045326,0.0,0.0,1.2626912986089636,0.06491578550751828,0.36732217542344736,0.22719313058413723,2.5188907307956816
